Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
230,70,19.9266666667,45.8633333333,19.3566666667,44.4,19.79,44.9,18.89,46.43,17.1,55.0,6.19,87.8666666667,17.2475,42.7175,18.1,48.59,17.0,45.29,5.9666666667,734.3666666667,91.3333333333,5.6666666667,40.0,4.6333333333,10.298728745,10.298728745
580,60,20.0666666667,46.3966666667,19.4266666667,44.4,19.79,44.8266666667,19.0,46.43,17.1,55.0,6.1233333333,87.9933333333,17.53,44.2633333333,18.0666666667,48.6333333333,16.89,45.29,5.9833333333,734.4333333333,91.1666666667,5.8333333333,40.0,4.6166666667,8.8278376264,8.8278376264
430,50,20.1333333333,48.0,19.5666666667,44.4,19.89,44.9,19.0,46.3633333333,17.1,55.09,6.1233333333,88.59,17.8233333333,45.4933333333,18.0666666667,48.56,16.9633333333,45.29,6.0,734.5,91.0,6.0,40.0,4.6,34.3511423329,34.3511423329
250,40,20.26,52.7266666667,19.73,45.1,19.89,45.4933333333,19.0,47.2233333333,17.1,55.1633333333,6.0675,88.215,17.9633333333,46.16,18.0333333333,48.6666666667,16.89,45.3266666667,6.0,734.6166666667,90.5,6.0,40.0,4.5166666667,19.2051859107,19.2051859107
100,10,20.4266666667,55.8933333333,19.8566666667,45.8333333333,20.0333333333,47.5266666667,19.0,48.6966666667,17.1,55.5,5.9,88.1566666667,17.9633333333,45.5333333333,18.1,49.1933333333,16.89,45.345,6.0,734.7333333333,90.0,6.0,40.0,4.4333333333,38.4920709999,38.4920709999
100,10,20.5666666667,53.8933333333,20.0333333333,46.7566666667,20.1,48.4666666667,19.0,48.49,17.15,56.0425,5.8,88.3666666667,17.89,44.9266666667,18.15,49.2,16.89,45.3266666667,6.0,734.85,89.5,6.0,40.0,4.35,24.8849621043,24.8849621043
90,10,20.73,52.66,20.1666666667,47.2233333333,20.2,48.53,18.9266666667,48.1566666667,17.1666666667,56.49,5.7266666667,88.16,17.76,44.2666666667,18.23,49.6333333333,16.89,45.29,6.0,734.9666666667,89.0,6.0,40.0,4.2666666667,35.8809254132,35.8809254132
70,30,20.8566666667,53.66,20.2,47.0566666667,20.2,48.4475,18.89,47.9633333333,17.2,56.9333333333,5.5266666667,87.3,17.7,43.7266666667,18.3566666667,50.0266666667,16.89,45.29,6.0,735.0833333333,88.5,6.0,40.0,4.1833333333,49.5953047415,49.5953047415
80,30,20.89,51.1933333333,20.2,46.33,20.2,48.1933333333,18.9633333333,48.63,17.2,57.06,5.3333333333,86.76,17.6666666667,43.16,18.5333333333,50.2,16.89,45.2,6.0,735.2,88.0,6.0,40.0,4.1,19.0017589717,19.0017589717
60,0,20.0666666667,42.8333333333,19.0,42.4181818182,19.79,44.7,19.26,42.56,17.6,50.9,6.1566666667,76.8933333333,18.1388888889,37.9055555556,18.6,45.79,17.1,43.26,6.5,744.2,75.0,7.0,29.0,2.3,36.4654811681,36.4654811681
60,10,20.0,42.6725,19.0,42.4333333333,19.79,44.6633333333,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.9454545455,18.6,45.8083333333,17.1,43.2,6.3166666667,744.2833333333,76.6666666667,7.0,30.8333333333,2.4333333333,22.6285415702,22.6285415702
210,20,20.0,42.53,18.99,42.4718181818,19.79,44.59,19.2,42.6266666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.1333333333,744.3666666667,78.3333333333,7.0,32.6666666667,2.5666666667,8.7563384208,8.7563384208
380,20,20.0333333333,43.4966666667,18.9022222222,42.58,19.8233333333,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818182,38.0572727273,18.5363636364,46.0,17.1,43.0,5.95,744.45,80.0,7.0,34.5,2.7,37.334913481,37.334913481
370,40,20.0333333333,42.9633333333,18.89,42.56,19.89,44.59,19.36,43.5666666667,17.5333333333,50.79,5.9333333333,81.0333333333,18.0,38.3441666667,18.5,46.0,17.1,43.0,5.7666666667,744.5333333333,81.6666666667,7.0,36.3333333333,2.8333333333,5.24938202,5.24938202
230,30,20.0,43.16,18.89,42.7966666667,19.89,44.59,19.6933333333,43.9,17.6,50.79,5.5266666667,82.8933333333,18.0666666667,38.9,18.5,46.1266666667,17.0666666667,42.93,5.5833333333,744.6166666667,83.3333333333,7.0,38.1666666667,2.9666666667,43.2272474514,43.2272474514
80,40,20.0,43.9,18.8566666667,43.4,19.79,44.4666666667,20.1633333333,43.8333333333,17.6,50.745,5.26,83.4333333333,18.1333333333,39.3266666667,18.5,46.3333333333,17.0,42.8633333333,5.4,744.7,85.0,7.0,40.0,3.1,30.7322485838,30.7322485838
90,30,20.0,43.7,18.8566666667,43.4666666667,19.79,44.4666666667,20.29,43.6266666667,17.5,50.8266666667,5.06,84.2566666667,18.2,39.3266666667,18.6,46.6266666667,17.0333333333,42.8266666667,5.3,744.75,86.0,6.8333333333,40.0,3.15,27.8579769423,27.8579769423
70,20,20.0,43.76,18.9266666667,43.3633333333,19.79,44.4,20.2,43.49,17.5,50.9,4.9333333333,85.0633333333,18.245,39.45,18.6666666667,46.8333333333,17.0333333333,42.8266666667,5.2,744.8,87.0,6.6666666667,40.0,3.2,16.4388659527,16.4388659527
40,10,20.0333333333,44.0,19.0,43.29,19.79,44.4,20.2,43.0966666667,17.5,51.0,4.9333333333,86.4566666667,18.2,39.26,18.7,47.0266666667,17.0,42.7,5.1,744.85,88.0,6.5,40.0,3.25,22.6565722725,22.6565722725
40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.6633333333,18.2,39.1266666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.3333333333,40.0,3.3,25.0220486312,25.0220486312
30,0,20.1,44.2,19.245,43.245,19.89,44.3266666667,19.9633333333,42.59,17.5,51.09,4.9,88.6333333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.1666666667,40.0,3.35,9.0433180565,9.0433180565
50,0,20.1,44.1266666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.4815301402,26.4815301402
50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8566666667,42.56,17.5,51.0,4.8666666667,90.2266666667,18.0666666667,39.06,18.6,46.5,17.0,42.79,4.75,745.0333333333,91.3333333333,6.1666666667,40.0,3.4,3.7637872854,3.7637872854
60,0,20.1,44.0,19.39,42.9,19.79,44.1266666667,19.79,42.5,17.5,51.0,4.8666666667,90.8933333333,18.0,39.0,18.5333333333,46.56,16.9266666667,42.79,4.7,745.0666666667,91.6666666667,6.3333333333,40.0,3.4,13.8877966325,13.8877966325
50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.9333333333,91.4,17.9633333333,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,10.6349759619,10.6349759619
60,0,20.1,43.8266666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51.0,4.9333333333,91.26,17.89,39.0,18.5,47.1266666667,16.9633333333,42.8633333333,4.6,745.1333333333,92.3333333333,6.6666666667,40.0,3.4,14.2395240488,14.2395240488
60,0,20.0333333333,43.73,19.39,42.6633333333,19.79,44.2,19.6666666667,42.56,17.5,50.9666666667,4.6266666667,90.9633333333,17.89,39.0,18.5,47.26,16.89,42.9,4.55,745.1666666667,92.6666666667,6.8333333333,40.0,3.4,44.7547051474,44.7547051474
60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.3266666667,16.89,42.9,4.5,745.2,93.0,7.0,40.0,3.4,22.3117661662,22.3117661662
90,0,19.3566666667,40.79,18.7,39.73,19.29,42.0,19.0666666667,40.0266666667,17.29,48.9,5.66,55.6966666667,18.79,37.1933333333,19.1,44.29,17.0,40.56,5.0,757.3,71.0,3.0,40.0,0.1,6.6114086076,6.6114086076
100,10,19.29,40.73,18.7,39.76,19.29,42.03,19.0,39.9,17.29,48.9,5.33,57.1333333333,18.73,36.86,19.1333333333,44.3266666667,17.0,40.4333333333,4.7833333333,757.3,72.0,3.0,40.0,0.0833333333,11.0652963864,11.0652963864
90,0,19.29,40.6633333333,18.7,39.7,19.29,42.09,19.0,39.9333333333,17.29,48.9,5.0633333333,57.8,18.6666666667,36.43,19.2,44.4,17.0,40.26,4.5666666667,757.3,73.0,3.0,40.0,0.0666666667,11.3190398086,11.3190398086
110,0,19.29,40.6633333333,18.7,39.7,19.29,42.06,19.0,40.0,17.29,48.79,4.6266666667,59.4233333333,18.6,36.23,19.29,44.53,17.0,40.1266666667,4.35,757.3,74.0,3.0,40.0,0.05,6.570826692,6.570826692
90,10,19.29,40.79,18.7,39.7,19.29,42.0,18.89,40.0,17.29,48.79,4.3666666667,60.6966666667,18.5,36.0266666667,19.3566666667,44.6633333333,16.89,40.03,4.1333333333,757.3,75.0,3.0,40.0,0.0333333333,49.0781730157,49.0781730157
100,0,19.29,40.73,18.7,39.76,19.29,42.03,18.89,40.0,17.29,48.79,3.9666666667,63.0266666667,18.4266666667,35.8266666667,19.4266666667,44.73,16.89,40.09,3.9166666667,757.3,76.0,3.0,40.0,0.0166666667,16.3506863406,16.3506863406
100,10,19.29,40.79,18.7,39.8266666667,19.29,42.09,18.89,40.1266666667,17.29,48.73,3.8266666667,65.7666666667,18.39,35.76,19.5666666667,44.73,16.89,40.06,3.7,757.3,77.0,3.0,40.0,0.0,25.3469748539,25.3469748539
110,0,19.29,40.73,18.7,39.9,19.23,41.9333333333,18.8233333333,40.0666666667,17.29,48.7,3.7233333333,67.2266666667,18.3233333333,35.76,19.6333333333,44.7,16.89,40.0,3.5333333333,757.3,79.0,3.0,38.1666666667,0.1666666667,34.072125738,34.072125738
100,10,19.26,40.7,18.7,39.9,19.23,42.0,18.79,40.09,17.29,48.7,3.42,68.1475,18.29,35.79,19.7,44.7,16.8566666667,39.9666666667,3.3666666667,757.3,81.0,3.0,36.3333333333,0.3333333333,4.9584551598,4.9584551598
90,10,19.26,40.76,18.7,39.9666666667,19.2,41.9666666667,18.79,40.09,17.29,48.7,3.1566666667,69.23,18.23,35.79,19.76,44.79,16.865,39.9975,3.2,757.3,83.0,3.0,34.5,0.5,5.9451279114,5.9451279114
90,10,19.29,40.9,18.7,40.0,19.2,41.9666666667,18.79,40.09,17.23,48.6266666667,2.8633333333,70.8233333333,18.2,35.79,19.76,44.8633333333,16.89,40.09,3.0333333333,757.3,85.0,3.0,32.6666666667,0.6666666667,2.5219829753,2.5219829753
180,10,19.29,40.8266666667,18.7,40.0,19.2,41.845,18.73,40.09,17.23,48.6266666667,2.6566666667,71.4233333333,18.2,36.0666666667,19.79,44.9333333333,16.79,39.9666666667,2.8666666667,757.3,87.0,3.0,30.8333333333,0.8333333333,46.4626959874,46.4626959874
140,0,19.29,41.15,18.79,40.09,19.2,41.7,18.7,40.09,17.23,48.7,2.4666666667,72.9666666667,18.2,36.3333333333,19.79,45.0,16.79,39.9666666667,2.7,757.3,89.0,3.0,29.0,1.0,33.6856116424,33.6856116424
100,10,19.3233333333,42.1566666667,18.79,40.09,19.2,41.76,18.7,40.1633333333,17.26,48.79,2.4,74.6333333333,18.2,36.29,19.79,45.09,16.79,40.0,2.7833333333,757.2333333333,88.8333333333,3.3333333333,29.0,1.0666666667,4.7428927734,4.7428927734
110,20,19.39,42.0966666667,18.8233333333,40.1566666667,19.29,41.79,18.7,40.29,17.26,48.8633333333,2.2233333333,75.73,18.2,36.49,19.79,45.09,16.79,40.0,2.8666666667,757.1666666667,88.6666666667,3.6666666667,29.0,1.1333333333,24.6298060403,24.6298060403
340,20,19.39,41.73,18.8233333333,40.23,19.29,41.8633333333,18.7,40.29,17.2,49.29,2.03,76.1966666667,18.2,37.0,19.79,45.06,16.79,40.0,2.95,757.1,88.5,4.0,29.0,1.2,23.0775920325,23.0775920325
380,20,19.39,41.6566666667,18.89,40.4,19.29,42.03,18.6666666667,40.3633333333,18.1666666667,74.7,1.8633333333,77.29,18.26,37.4666666667,19.79,44.9333333333,16.79,40.0,3.0333333333,757.0333333333,88.3333333333,4.3333333333,29.0,1.2666666667,18.7608265434,18.7608265434
210,30,19.39,41.59,18.89,40.4,19.29,42.1633333333,18.6,40.3725,17.8933333333,75.0333333333,1.79,79.0966666667,18.3233333333,37.9333333333,19.79,44.9333333333,16.79,40.03,3.1166666667,756.9666666667,88.1666666667,4.6666666667,29.0,1.3333333333,49.5549609768,49.5549609768
150,20,19.4633333333,41.59,19.0,40.4,19.2,42.2,18.6,40.4666666667,17.7,75.0233333333,1.7,80.3633333333,18.4633333333,38.1333333333,19.79,45.1175,16.73,40.1633333333,3.2,756.9,88.0,5.0,29.0,1.4,8.8175356854,8.8175356854
910,0,21.4633333333,41.6933333333,20.8566666667,38.3633333333,21.6666666667,43.93,18.7,42.66,17.1,53.0,4.9666666667,74.1666666667,17.6,38.53,18.2,45.59,17.0,43.4666666667,4.6,747.9,76.0,7.0,40.0,0.7,18.937972025,18.937972025
610,10,21.6333333333,45.1966666667,20.9266666667,38.5966666667,21.96,44.5666666667,18.6333333333,43.3,17.1,53.0,4.8333333333,75.2333333333,17.6666666667,38.6633333333,18.2,45.59,17.0,43.3266666667,4.5833333333,747.9333333333,76.0,6.8333333333,40.0,0.6833333333,26.8932461389,26.8932461389
510,10,21.76,47.13,21.1333333333,39.0633333333,22.1666666667,45.0266666667,18.7,44.4933333333,17.1,53.1266666667,4.8,76.0,17.7,38.7,18.29,45.7,17.0,43.26,4.5666666667,747.9666666667,76.0,6.6666666667,40.0,0.6666666667,5.2525069332,5.2525069332
190,0,21.945,45.3,21.29,39.53,22.4266666667,45.26,18.7,45.4633333333,17.1,53.3333333333,4.7266666667,76.1933333333,17.7,38.6266666667,18.3566666667,45.76,17.0,43.1266666667,4.55,748.0,76.0,6.5,40.0,0.65,40.0843852782,40.0843852782
110,10,22.0,43.9966666667,21.3566666667,39.53,22.5666666667,45.0,18.76,45.6633333333,17.1,53.6,4.56,75.16,17.7,38.56,18.4266666667,46.09,17.0,43.3266666667,4.5333333333,748.0333333333,76.0,6.3333333333,40.0,0.6333333333,36.9820872904,36.9820872904
100,0,22.0666666667,43.1966666667,21.5,39.56,22.6,44.16,18.73,45.4666666667,17.1,53.8266666667,4.56,74.7,17.6333333333,38.4333333333,18.5,45.9633333333,17.0,43.3266666667,4.5166666667,748.0666666667,76.0,6.1666666667,40.0,0.6166666667,2.6074506692,2.6074506692
90,10,22.1,42.3633333333,21.5666666667,39.36,22.5333333333,43.7666666667,18.745,45.295,17.1,53.9,4.59,74.6333333333,17.7,38.5,18.6,45.76,17.0,43.1633333333,4.5,748.1,76.0,6.0,40.0,0.6,24.1084786598,24.1084786598
110,10,22.1,41.89,21.6333333333,39.1633333333,22.39,43.4,18.79,45.1266666667,17.1,53.9333333333,4.6566666667,73.4266666667,17.7,38.4333333333,18.6,45.6266666667,17.0,42.9633333333,4.4166666667,748.1666666667,76.1666666667,6.1666666667,40.0,0.55,46.0258920328,46.0258920328
100,0,22.1333333333,41.43,21.7,39.03,22.3233333333,43.1266666667,18.79,44.9666666667,17.1,54.0,4.69,74.1333333333,17.7,38.4,18.7,45.6633333333,16.9266666667,42.76,4.3333333333,748.2333333333,76.3333333333,6.3333333333,40.0,0.5,2.0764214452,2.0764214452
110,10,22.2,41.1566666667,21.7,38.9,22.26,42.8333333333,18.79,44.8266666667,17.1,53.9666666667,4.6233333333,72.9933333333,17.7,38.4,18.76,45.53,16.9266666667,42.6266666667,4.25,748.3,76.5,6.5,40.0,0.45,14.69958995,14.69958995
100,10,22.1,40.8333333333,21.7,38.7225,22.2,42.5,18.79,44.7,17.1,53.9,4.4666666667,71.2566666667,17.7,38.3633333333,18.79,45.45,16.89,42.4666666667,4.1666666667,748.3666666667,76.6666666667,6.6666666667,40.0,0.4,25.0425243634,25.0425243634
790,10,22.1666666667,40.5,21.7,38.6266666667,22.1666666667,42.1333333333,18.79,44.6266666667,17.1,53.9,4.2975,71.745,17.7,38.43,18.8233333333,45.4,16.89,42.3266666667,4.0833333333,748.4333333333,76.8333333333,6.8333333333,40.0,0.35,30.4874467547,30.4874467547
380,10,22.2,40.6933333333,21.7,38.59,22.1,42.06,18.79,44.59,17.1,53.8266666667,4.19,72.4633333333,17.7,38.7666666667,18.8233333333,45.3266666667,16.89,42.1633333333,4.0,748.5,77.0,7.0,40.0,0.3,13.2124524796,13.2124524796
360,10,22.26,41.8333333333,21.7,38.7925,22.1,42.23,18.79,44.59,17.1,53.9,4.2633333333,72.7,17.76,38.9,18.89,45.29,16.89,42.03,3.9,748.55,78.5,7.1666666667,40.0,0.4666666667,21.1549304775,21.1549304775
360,10,22.3233333333,42.5633333333,21.7,39.1333333333,22.1,42.3633333333,18.79,44.73,17.1,53.9,4.19,73.7666666667,17.79,38.8333333333,18.89,45.23,16.89,41.8633333333,3.8,748.6,80.0,7.3333333333,40.0,0.6333333333,18.328180816,18.328180816
100,10,22.4633333333,47.7633333333,21.73,39.6333333333,22.0,42.53,18.79,45.0633333333,17.1,54.03,3.9666666667,74.26,17.73,38.5666666667,19.0,45.0266666667,16.865,41.74,3.7,748.65,81.5,7.5,40.0,0.8,47.1252661198,47.1252661198
100,10,22.73,46.86,21.79,40.36,22.0666666667,43.1233333333,18.89,46.4333333333,17.1,54.2966666667,3.9,74.9266666667,17.76,38.1933333333,18.9266666667,44.6933333333,16.8566666667,41.6633333333,3.6,748.7,83.0,7.6666666667,40.0,0.9666666667,6.1861782568,6.1861782568
90,10,22.79,45.5266666667,21.8233333333,41.1566666667,22.0666666667,43.4,18.89,47.0266666667,17.2,54.8,3.9333333333,74.9666666667,17.7,37.82,18.9266666667,44.73,16.89,41.59,3.5,748.75,84.5,7.8333333333,40.0,1.1333333333,3.5016339622,3.5016339622
90,20,22.79,44.8333333333,21.89,40.9566666667,22.0,43.4666666667,18.9633333333,47.23,17.2,55.0,4.0,75.2266666667,17.7,37.5666666667,19.0,44.79,16.9633333333,42.8633333333,3.4,748.8,86.0,8.0,40.0,1.3,48.2158518978,48.2158518978
90,0,22.39,37.8633333333,21.8677777778,37.1755555556,21.2,39.59,20.2203703704,40.8651851852,20.1444444444,42.055,1.9,95.545,17.7,36.525,18.4116666667,44.2394444444,17.39,42.26,2.2,756.6,94.0,7.0,61.0,1.3,33.3873813739,33.3873813739
100,10,22.39,37.79,21.89,37.145,21.2,39.6633333333,20.2234567901,40.8850617284,20.1944444444,41.9166666667,2.03,95.7266666667,17.72,36.45,18.75,45.0122222222,17.39,42.1266666667,2.3166666667,756.7166666667,93.8333333333,6.6666666667,54.6666666667,1.4,20.4138879897,20.4138879897
90,0,22.39,37.79,21.89,37.1022222222,21.2,39.59,20.2265432099,40.9049382716,20.2,41.83,2.09,95.8,17.7,36.4333333333,19.0544444444,45.1572222222,17.39,41.9666666667,2.4333333333,756.8333333333,93.6666666667,6.3333333333,48.3333333333,1.5,42.1294951695,42.1294951695
100,10,22.39,37.79,21.89,37.09,21.2,39.59,20.2296296296,40.9248148148,20.2,41.6975,2.1266666667,95.56,17.7,36.4071428571,19.2438888889,45.1572222222,17.39,41.8266666667,2.55,756.95,93.5,6.0,42.0,1.6,36.8652733974,36.8652733974
110,0,22.39,37.79,21.89,37.09,21.2,39.59,20.2327160494,40.944691358,20.23375,41.645,2.26,95.5,17.7,36.45,19.3515384615,45.09,17.34,41.745,2.6666666667,757.0666666667,93.3333333333,5.6666666667,35.6666666667,1.7,17.4112200504,17.4112200504
100,10,22.39,37.79,21.89,37.09,21.2,39.59,20.2358024691,40.9645679012,20.29,41.645,2.4333333333,95.4333333333,17.7,36.4875,19.49,45.19,17.3566666667,41.6633333333,2.7833333333,757.1833333333,93.1666666667,5.3333333333,29.3333333333,1.8,47.4469088716,47.4469088716
80,0,22.39,37.79,21.89,37.09,21.29,39.7,20.2388888889,40.9844444444,20.29,41.59,2.4333333333,95.2933333333,17.7,36.4666666667,19.5,45.236,17.3566666667,41.59,2.9,757.3,93.0,5.0,23.0,1.9,32.3339594994,32.3339594994
110,10,22.39,37.86,21.89,37.1541666667,21.29,39.7,20.2419753086,41.0043209877,20.37,41.518,2.4333333333,95.19,17.7,36.5,19.39,45.3083333333,17.29,41.5,2.8333333333,757.4166666667,93.0,5.3333333333,29.6666666667,1.8333333333,1.7638883437,1.7638883437
260,10,22.39,38.6666666667,21.89,37.1214285714,21.29,39.7,20.2450617284,41.0241975309,20.34,41.5,2.5,95.19,17.7,36.5,19.39,45.3977777778,17.29,41.4333333333,2.7666666667,757.5333333333,93.0,5.6666666667,36.3333333333,1.7666666667,29.8224227852,29.8224227852
350,10,22.4633333333,39.9566666667,21.89,37.1855555556,21.29,39.9566666667,20.2481481481,41.0440740741,20.39,41.576875,2.4,95.0,17.6714285714,36.4714285714,19.39,45.4909090909,17.29,41.3633333333,2.7,757.65,93.0,6.0,43.0,1.7,20.7659000764,20.7659000764
500,10,22.39,42.03,21.89,37.46,21.29,40.6966666667,20.2512345679,41.0639506173,20.39,42.1783333333,2.4,95.0,17.7,36.5,19.4266666667,45.6116666667,17.29,41.29,2.6333333333,757.7666666667,93.0,6.3333333333,49.6666666667,1.6333333333,3.8448519073,3.8448519073
370,10,22.4266666667,43.39,21.956,37.92,21.3233333333,41.6966666667,20.2543209877,41.0838271605,20.410625,42.9975,2.3633333333,94.9666666667,17.6916666667,36.4916666667,19.4528571429,45.6528571429,17.29,41.26,2.5666666667,757.8833333333,93.0,6.6666666667,56.3333333333,1.5666666667,26.4024439617,26.4024439617
330,20,22.5,45.6633333333,22.0,38.395,21.39,42.83,20.2574074074,41.1037037037,20.39,43.6,2.29,94.9,17.64,36.44,19.4266666667,45.59,17.29,41.2,2.5,758.0,93.0,7.0,63.0,1.5,48.1166654266,48.1166654266
100,10,22.5,47.1933333333,22.0,39.0966666667,21.4266666667,44.1666666667,20.2604938272,41.1235802469,20.39,44.16,2.29,94.9,17.6,36.4,19.5,45.59,17.29,41.1633333333,2.5,758.1333333333,93.6666666667,6.6666666667,63.1666666667,1.6,35.4370025569,35.4370025569
110,20,22.5666666667,46.86,22.0,39.43,21.4266666667,44.2266666667,20.2635802469,41.1434567901,20.5,45.09,2.14,94.7425,17.6666666667,36.4666666667,19.5333333333,45.4,17.29,41.1633333333,2.5,758.2666666667,94.3333333333,6.3333333333,63.3333333333,1.7,27.6737851789,27.6737851789
140,20,22.6,44.8933333333,22.0,39.5266666667,21.39,43.7233333333,20.2666666667,41.1633333333,20.5,45.09,2.1633333333,94.6233333333,17.6633333333,37.8633333333,19.5333333333,45.1266666667,17.29,41.2,2.5,758.4,95.0,6.0,63.5,1.8,12.14783045,12.14783045
310,30,22.6,43.8933333333,22.0,39.1933333333,21.3233333333,43.53,20.5333333333,43.2233333333,20.5,44.5333333333,2.23,94.6233333333,18.1233333333,41.3966666667,19.6333333333,45.1566666667,17.29,41.1266666667,2.5,758.5333333333,95.6666666667,5.6666666667,63.6666666667,1.9,38.9021264506,38.9021264506
330,20,22.6,42.4966666667,22.0,39.06,21.29,43.26,20.3266666667,43.3333333333,20.4266666667,44.0666666667,2.29,94.69,18.5333333333,41.4633333333,19.7225,45.195,17.29,41.09,2.5,758.6666666667,96.3333333333,5.3333333333,63.8333333333,2.0,32.597047172,32.597047172
190,20,22.6,41.7566666667,22.0,39.0,21.29,43.0666666667,20.1333333333,43.2,20.7,52.6633333333,2.3266666667,94.69,18.7266666667,41.4633333333,19.8566666667,45.09,17.29,41.03,2.5,758.8,97.0,5.0,64.0,2.1,41.5122851962,41.5122851962
80,20,21.5,38.26,20.5666666667,37.7,20.7,41.4,21.1,39.8266666667,19.2,53.5266666667,2.3633333333,95.9,20.2,36.5,20.1333333333,42.09,18.0,42.2233333333,1.6,764.4,88.0,3.0,40.0,-0.2,0.2383222687,0.2383222687
150,20,21.4266666667,38.1266666667,20.5,37.7,20.7,41.4666666667,21.0666666667,39.93,19.2,53.3266666667,2.3633333333,95.9,20.1333333333,36.5,20.1,42.33,18.0,42.03,1.75,764.45,86.3333333333,3.6666666667,40.0,-0.3333333333,30.179784575,30.179784575
380,30,21.39,38.23,20.4633333333,37.59,20.7,41.3633333333,21.0,39.73,19.2,53.06,2.3633333333,95.9333333333,20.0666666667,36.5,20.1666666667,42.7233333333,18.0,41.8633333333,1.9,764.5,84.6666666667,4.3333333333,40.0,-0.4666666667,45.2788630268,45.2788630268
